Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Longitude,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Approximate Volume Released (m3),Substance,SubstanceCategory,Release Type,Year,What Happened?,Why it Happened?,Pipeline Phase,Were Pipeline System Components Involved?,Pipeline System Components Involved
INC2008-121,Adverse Environmental Effects,10-12-2008,Goldboro,Nova Scotia,EnCana Corporation,Closed,45.18253,-61.65236,No,No,No,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2008,Equipment Failure,Maintenance,Construction,,
INC2008-123,Fire,17-12-2008,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.5474,-113.35571,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2008,Operating Conditions,Maintenance,Construction,,
INC2008-128,Release of Substance,13-01-2009,Hearst,Ontario,TransCanada PipeLines Limited,Closed,49.76492,-84.91824,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Cracking ,Engineering and Planning,Operation,,
INC2009-002,Release of Substance,15-01-2009,Lincoln,Ontario,TransCanada PipeLines Limited,Closed,43.11405,-79.46307,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Cracking ,Maintenance,Operation,,
INC2009-010,Release of Substance,09-02-2009,Lincoln,Ontario,TransCanada PipeLines Limited,Closed,43.11368,-79.46307,Yes,No,No,No,Not Provided,Fuel Gas,High Vapour Pressure Product,Gas,2009,Material Defect,Maintenance,Operation,,
INC2009-015,"Serious Injury (NEB or TSB), Release of Substance",20-02-2009,Wonowon,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.72686,-121.81832,Yes,No,No,No,0.0001,Natural Gas - Sour,High Vapour Pressure Product,Gas,2009,"Incorrect Operation, Internal Corrosion","Engineering and Planning, Leadership and Communication",Operation,,
INC2009-019,Release of Substance,05-03-2009,Portage La Prairie,Manitoba,TransCanada PipeLines Limited,Closed,49.91175,-98.51757,Yes,No,No,No,2.5,Lube Oil,Low Vapour Pressure Product,Liquid,2009,Material Defect,Maintenance,Operation,,
INC2009-021,Release of Substance,10-03-2009,Potter,Ontario,TransCanada PipeLines Limited,Closed,48.87172,-80.89396,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Material Defect,Maintenance,Operation,,
INC2009-024,Serious Injury (NEB or TSB),13-03-2009,Sarnia,Ontario,Enbridge Pipelines Inc.,Closed,42.97494,-82.40703,No,Yes,No,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2009,Incorrect Operation,Individual Factors,Maintenance,,
INC2009-026,Release of Substance,23-03-2009,Not specified,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,57.31724,-120.82153,Yes,No,No,No,Not Provided,Natural Gas - Sour,High Vapour Pressure Product,Gas,2009,External Interference,Leadership and Communication,Operation,,
INC2009-031,Release of Substance,07-04-2009,Tumbler Ridge,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,54.97941,-121.06074,Yes,No,No,No,Not Provided,Natural Gas - Sour,High Vapour Pressure Product,Gas,2009,Equipment Failure,Maintenance,Operation,,
INC2009-032,Release of Substance,08-04-2009,Mattice,Ontario,TransCanada PipeLines Limited,Closed,49.58574,-83.16712,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Natural Force Damage,Engineering and Planning,Operation,,
INC2009-034,Release of Substance,23-04-2009,Hamilton,Ontario,TransCanada PipeLines Limited,Closed,43.35064,-80.1193,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Cracking ,Maintenance,Operation,,
INC2009-035,"Fire, Release of Substance",23-04-2009,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.65325,-122.68501,No,No,No,No,0.004,Sulphur,Commodity,Miscellaneous,2009,Material Degradation ,Maintenance,Operation,,
INC2009-036,Release of Substance,30-04-2009,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14652,-120.66917,No,No,No,No,Not Provided,Natural Gas - Sour,High Vapour Pressure Product,Gas,2009,"Incorrect Operation, Operating Conditions",Standards and Procedures,Operation,,
INC2009-037,Release of Substance,01-05-2009,Upsala,Ontario,TransCanada PipeLines Limited,Closed,49.03329,-90.51006,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Cracking ,Engineering and Planning,Operation,,
INC2009-039,Release of Substance,07-05-2009,Vegreville,Alberta,NOVA Gas Transmission Ltd.,Closed,53.63705,-112.01828,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Material Defect,Standards and Procedures,Operation,,
INC2009-040,Release of Substance,07-05-2009,Burnaby,British Columbia,Trans Mountain Pipeline ULC,Closed,49.26849,-122.93134,Yes,No,No,No,305,Crude Oil - Sweet,Low Vapour Pressure Product,Liquid,2009,Material Defect,"Engineering and Planning, Standards and Procedures, Tools and Equipment",Maintenance,,
INC2009-041,Release of Substance,11-05-2009,Valleyview,Alberta,NOVA Gas Transmission Ltd.,Closed,54.93272,-117.25214,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,External Corrosion ,Maintenance,Operation,,
INC2009-042,Release of Substance,14-05-2009,Not specified,Quebec,TransCanada PipeLines Limited,Closed,45.31394,-73.48289,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Equipment Failure,Maintenance,Operation,,
INC2009-043,Fire,15-05-2009,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.65334,-122.68482,No,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2009,Equipment Failure,Maintenance,Operation,,
INC2009-045,Release of Substance,22-05-2009,Rosetown,Saskatchewan,Kinder Morgan Cochin ULC,Closed,51.55484,-107.996,Yes,No,No,No,6.36,Propane,High Vapour Pressure Product,Gas,2009,Material Defect,Standards and Procedures,Operation,,
INC2009-047,Fire,24-05-2009,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56925,-121.94485,No,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2009,Equipment Failure,Maintenance,Operation,,
INC2009-048,Release of Substance,27-05-2009,Wandering River,Alberta,NOVA Gas Transmission Ltd.,Closed,55.67738,-112.18288,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Material Defect,Maintenance,Operation,,
INC2009-049,Release of Substance,03-06-2009,Vegreville,Alberta,NOVA Gas Transmission Ltd.,Closed,53.63705,-112.01829,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Cracking ,Standards and Procedures,Operation,,
INC2009-053,Release of Substance,22-06-2009,Loreburn,Saskatchewan,Alliance Pipeline Ltd.,Closed,51.2719,-106.75421,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Cracking ,Maintenance,Operation,,
INC2009-054,Release of Substance,28-06-2009,Falcon Lake,Manitoba,TransCanada PipeLines Limited,Closed,49.68123,-95.37458,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Material Degradation ,Maintenance,Operation,,
INC2009-055,Release of Substance,29-06-2009,Colborne,Ontario,Enbridge Pipelines Inc.,Closed,44.06958,-77.92945,Yes,No,No,No,1.8,Crude Oil - Sweet,Low Vapour Pressure Product,Liquid,2009,Equipment Failure,Maintenance,Operation,,
INC2009-056,Release of Substance,01-07-2009,Kobes,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.4929924,-121.335434,Yes,No,No,No,Not Provided,Natural Gas - Sour,High Vapour Pressure Product,Gas,2009,Cracking ,"Individual Factors, Maintenance",Operation,,
INC2009-057,Operation Beyond Design Limits,02-07-2009,Saint-Eustache,Quebec,Trans-Northern Pipelines Inc.,Closed,45.55865,-73.89602,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2009,Equipment Failure,"Engineering and Planning, Standards and Procedures",Operation,,
INC2009-058,"Fire, Release of Substance",05-07-2009,Hanna,Alberta,NOVA Gas Transmission Ltd.,Closed,51.728528,-111.6805,No,No,Yes,No,17000,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Operating Conditions,Maintenance,Operation,,
INC2009-060,Release of Substance,13-07-2009,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.93456,-121.3121,Yes,Yes,No,No,4,Natural Gas - Sour,High Vapour Pressure Product,Gas,2009,Internal Corrosion,Engineering and Planning,Operation,,
INC2009-063,Release of Substance,15-07-2009,Smokey Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,54.09552,-112.31043,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Equipment Failure,Maintenance,Operation,,
INC2009-065,Fire,16-07-2009,Wainwright,Alberta,NOVA Gas Transmission Ltd.,Closed,52.75424,-110.74467,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2009,Operating Conditions,Standards and Procedures,Operation,,
INC2009-066,"Fire, Release of Substance",20-07-2009,Hay River,Alberta,NOVA Gas Transmission Ltd.,Closed,58.208389,-118.501722,Yes,No,No,No,1450000,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,External Corrosion ,"Maintenance, Tools and Equipment",Operation,,
INC2009-067,Release of Substance,20-07-2009,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.26269,-65.98211,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Equipment Failure,Maintenance,Operation,,
INC2009-068,Release of Substance,21-07-2009,Crowsnest Pass,Alberta,NOVA Gas Transmission Ltd.,Closed,49.62622,-114.51601,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,"Equipment Failure, Material Defect","Leadership and Communication, Maintenance, Tools and Equipment",Operation,,
INC2009-072,Fire,24-07-2009,Not specified,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.83306,-122.36517,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2009,Equipment Failure,"Leadership and Communication, Maintenance",Operation,,
INC2009-075,Release of Substance,31-07-2009,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,55.12549,-117.83828,Yes,No,No,No,40,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Equipment Failure,Maintenance,Operation,,
INC2009-076,Release of Substance,04-08-2009,Edson,Alberta,NOVA Gas Transmission Ltd.,Closed,53.58571,-116.43392,Yes,No,No,No,2.9,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Material Defect,Maintenance,Operation,,
INC2009-078,Operation Beyond Design Limits,10-08-2009,Sarnia,Ontario,Enbridge Pipelines Inc.,Closed,42.97521,-82.40666,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2009,Operating Conditions,Maintenance,Operation,,
INC2009-079,Operation Beyond Design Limits,11-08-2009,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56925,-121.94466,No,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2009,Equipment Failure,"Leadership and Communication, Maintenance",Operation,,
INC2009-080,Fire,11-08-2009,Bowmanville,Ontario,TransCanada PipeLines Limited,Closed,43.96006,-78.81933,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2009,Equipment Failure,Maintenance,Maintenance,,
INC2009-084,Release of Substance,24-08-2009,Williams Lake,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,52.12922,-121.94289,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Cracking ,Maintenance,Operation,,
INC2009-086,Release of Substance,02-09-2009,Hanna,Alberta,NOVA Gas Transmission Ltd.,Closed,51.66911,-111.89811,Yes,No,No,No,0.5,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Equipment Failure,Maintenance,Operation,,
INC2009-087,Release of Substance,02-09-2009,Zama Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,59.05953,-119.89276,No,No,Yes,No,10,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,External Corrosion ,Tools and Equipment,Operation,,
INC2009-088,Release of Substance,02-09-2009,Burstall,Saskatchewan,Foothills Pipe Lines Ltd.,Closed,50.65584,-109.90599,Yes,No,No,No,566.3,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Cracking ,Maintenance,Operation,,
INC2009-089,Release of Substance,03-09-2009,Savona,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,50.74862,-120.8587,Yes,No,No,No,12,Fuel Gas,High Vapour Pressure Product,Gas,2009,Equipment Failure,Standards and Procedures,Operation,,
INC2009-090,Release of Substance,04-09-2009,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.8308,-118.64572,No,No,Yes,No,100,Fuel Gas,High Vapour Pressure Product,Gas,2009,Equipment Failure,Maintenance,Operation,,
INC2009-092,Fire,10-09-2009,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.54735,-113.35571,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2009,Equipment Failure,Maintenance,Operation,,
INC2009-095,"Explosion, Fire, Release of Substance",12-09-2009,Englehart,Ontario,TransCanada PipeLines Limited,Closed,47.912847,-79.987089,No,No,Yes,No,3420000,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Cracking ,Maintenance,Operation,,
INC2009-096,Release of Substance,13-09-2009,Ste. Anne,Manitoba,TransCanada PipeLines Limited,Closed,49.71929,-96.98281,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Cracking ,"Maintenance, Standards and Procedures",Operation,,
INC2009-100,Explosion,14-09-2009,Maple,Ontario,TransCanada PipeLines Limited,Closed,43.87381,-79.58002,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2009,Operating Conditions,"Maintenance, Standards and Procedures",Operation,,
INC2009-101,Fire,17-09-2009,Strome,Alberta,Enbridge Pipelines Inc.,Closed,52.93032,-112.07365,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2009,External Interference,Engineering and Planning,Operation,,
INC2009-102,Release of Substance,18-09-2009,Fairview,Alberta,NOVA Gas Transmission Ltd.,Closed,56.36855,-119.92869,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Material Defect,Maintenance,Operation,,
INC2009-103,Release of Substance,18-09-2009,Falcon Lake,Manitoba,TransCanada PipeLines Limited,Closed,49.68123,-95.37477,No,No,Yes,No,0.1,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Cracking ,Maintenance,Maintenance,,
INC2009-104,Release of Substance,20-09-2009,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,53.96117,-116.46306,Yes,No,No,No,63000,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Operating Conditions,Maintenance,Operation,,
INC2009-105,Release of Substance,22-09-2009,Glenboro,Manitoba,Enbridge Pipelines Inc.,Closed,49.544443,-99.320678,Yes,No,No,No,4.75,Crude Oil - Sweet,Low Vapour Pressure Product,Liquid,2009,Material Defect,"Leadership and Communication, Standards and Procedures",Operation,,
INC2009-106,Release of Substance,23-09-2009,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,56.14625,-120.66917,No,No,No,No,68,Natural Gas - Sour,High Vapour Pressure Product,Gas,2009,Equipment Failure,Maintenance,Operation,,
INC2009-107,Fire,24-09-2009,Brookdale,Manitoba,TransCanada PipeLines Limited,Closed,50.04208,-99.65931,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2009,Equipment Failure,Maintenance,Construction,,
INC2009-109,Release of Substance,26-09-2009,Marten River,Ontario,TransCanada PipeLines Limited,Closed,46.89733,-79.80783,No,Yes,Yes,No,1430000,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Material Defect,"Engineering and Planning, Maintenance",Operation,,
INC2009-111,Release of Substance,29-09-2009,Odessa,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.29138341,-103.8103553,Yes,No,No,No,175,Crude Oil - Synthetic,Low Vapour Pressure Product,Liquid,2009,Cracking ,Engineering and Planning,Operation,,
INC2009-112,"Fire, Release of Substance",30-09-2009,Brampton,Ontario,2193914 Canada Limited,Closed,43.59893,-79.776,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,External Interference,Leadership and Communication,Construction,,
INC2009-113,Release of Substance,05-10-2009,Marionville,Ontario,Trans-Northern Pipelines Inc.,Closed,45.16297,-75.37183,No,Yes,Yes,No,3,Gasoline,Low Vapour Pressure Product,Liquid,2009,Cracking ,"Engineering and Planning, Maintenance",Operation,,
INC2009-115,Release of Substance,16-10-2009,Tumbler Ridge,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,54.89349,-120.66962,Yes,No,No,No,Not Provided,Natural Gas - Sour,High Vapour Pressure Product,Gas,2009,Operating Conditions,Maintenance,Operation,,
INC2009-118,Release of Substance,20-10-2009,Hanna,Alberta,NOVA Gas Transmission Ltd.,Closed,51.66922,-111.89792,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Equipment Failure,Maintenance,Operation,,
INC2009-119,Fire,22-10-2009,Camrose,Alberta,Enbridge Pipelines Inc.,Closed,52.93029,-112.07347,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2009,Equipment Failure,Maintenance,Operation,,
INC2009-120,Release of Substance,23-10-2009,Edson,Alberta,NOVA Gas Transmission Ltd.,Closed,54.0438,-117.42069,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Equipment Failure,"Engineering and Planning, Maintenance",Operation,,
INC2009-121,Release of Substance,29-10-2009,Upsala,Ontario,TransCanada PipeLines Limited,Closed,49.03334,-90.51047,Yes,No,No,No,100,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Cracking ,Maintenance,Operation,,
INC2009-123,Release of Substance,01-11-2009,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.30706,-66.04267,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Material Defect,"Maintenance, Standards and Procedures",Maintenance,,
INC2009-126,Release of Substance,04-11-2009,Fairview,Alberta,NOVA Gas Transmission Ltd.,Closed,56.03467,-117.96587,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Material Defect,Maintenance,Operation,,
INC2009-128,Release of Substance,18-11-2009,Sackville,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,46.02461,-64.22321,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Equipment Failure,Maintenance,Operation,,
INC2009-129,Release of Substance,23-11-2009,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.26269,-65.98211,Yes,No,No,No,0.1,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Equipment Failure,Tools and Equipment,Operation,,
INC2009-132,Fire,04-12-2009,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,59.63213,-123.09505,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2009,Operating Conditions,"Maintenance, Standards and Procedures",Construction,,
INC2009-134,Release of Substance,08-12-2009,Lloydminster,Saskatchewan,Husky Oil Limited,Closed,53.271222,-109.943083,Yes,No,No,No,3,Condensate,Low Vapour Pressure Product,Liquid,2009,Equipment Failure,Maintenance,Operation,,
INC2009-135,Fire,10-12-2009,Loreburn,Saskatchewan,Enbridge Pipelines Inc.,Submitted,51.1967,-106.57472,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2009,Equipment Failure,To be determined,Operation,,
INC2009-136,Release of Substance,10-12-2009,Moyie,British Columbia,TransCanada PipeLines Limited B.C. System,Closed,49.238462,-115.855313,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2009,Material Defect,Maintenance,Operation,,
